timestamp,round_id,actual_multiplier,ensemble_prediction,ensemble_range,ensemble_confidence,consensus_range,consensus_strength,recommendation_should_bet,recommendation_target,recommendation_risk,prediction_error,range_correct,model_1_pred,model_2_pred,model_3_pred,model_4_pred,model_5_pred,model_6_pred,model_7_pred,model_8_pred,model_9_pred,model_10_pred
2025-11-12 00:59:09,20251112005854888,1.87,2.49,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM,62.5,True,2.49,MEDIUM,0.62,1,,,,,,,3.06,,2.05,2.52,,,,,,
2025-11-12 00:59:43,20251112005910074,2.42,1.73,MEDIUM-LOW,MEDIUM-LOW,84.75,MEDIUM-LOW,62.5,True,1.73,MEDIUM,0.69,1,,,,,,,1.99,,1.48,1.81,,,,,,
2025-11-12 01:00:08,20251112005943312,4.2,2.43,MEDIUM-LOW,MEDIUM-HIGH,84.75,MEDIUM-LOW,62.5,True,2.43,MEDIUM,1.77,0,,,,,,,2.28,,2.67,2.29,,,,,,
2025-11-12 01:00:27,20251112010008444,2.5,3.27,MEDIUM,MEDIUM,84.75,MEDIUM-HIGH,62.5,True,3.27,MEDIUM,0.77,1,,,,,,,4.01,,2.44,3.60,,,,,,
2025-11-12 01:00:43,20251112010027371,1.94,2.6,MEDIUM,MEDIUM-LOW,84.75,MEDIUM-LOW,73.7,True,2.6,MEDIUM,0.66,0,,,,,,,2.91,,2.49,2.48,,,,,,
2025-11-12 01:00:53,20251112010043892,1.14,2.05,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,100.0,True,2.05,MEDIUM,0.91,0,,,,,,,2.03,,2.13,1.97,,,,,,
2025-11-12 01:01:20,20251112010114073,1.04,1.71,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,73.7,True,1.71,MEDIUM,0.67,0,,,,,,,1.31,,2.10,1.59,,,,,,
2025-11-12 01:01:30,20251112010121172,1.08,1.58,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,73.7,True,1.58,MEDIUM,0.5,0,,,,,,,1.04,,2.00,1.55,,,,,,
2025-11-12 01:06:04,20251112010547032,1.25,2.63,MEDIUM,LOW,84.33,MEDIUM,66.7,True,2.63,MEDIUM,1.38,0,,,,,,,3.49,,2.58,1.81,,,,,,
2025-11-12 01:06:16,20251112010604749,1.36,1.66,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,73.7,True,1.66,MEDIUM,0.3,0,,,,,,,1.37,,1.90,1.61,,,,,,
2025-11-12 01:06:27,20251112010616474,1.18,1.76,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,73.7,True,1.76,MEDIUM,0.58,0,,,,,,,1.26,,2.20,1.68,,,,,,
2025-11-12 01:06:37,20251112010627539,1.13,1.23,LOW,LOW,84.75,LOW,100.0,True,1.23,MEDIUM,0.1,1,,,,,,,1.22,,1.25,1.21,,,,,,
2025-11-12 01:06:55,20251112010637588,1.58,1.17,LOW,MEDIUM-LOW,84.75,LOW,100.0,True,1.17,MEDIUM,0.41,0,,,,,,,1.13,,1.21,1.16,,,,,,
2025-11-12 01:07:22,20251112010656019,5.72,1.4,LOW,HIGH,84.75,LOW,100.0,True,1.4,MEDIUM,4.32,0,,,,,,,1.50,,1.28,1.45,,,,,,
2025-11-12 01:08:30,20251112010723158,8.38,3.59,MEDIUM-HIGH,HIGH,84.75,LOW,37.5,False,3.59,UNKNOWN,4.79,0,,,,,,,5.74,,1.34,4.35,,,,,,
2025-11-12 01:09:23,20251112010830866,1.1,4.94,MEDIUM-HIGH,LOW,84.75,HIGH,62.5,True,4.94,MEDIUM,3.84,0,,,,,,,8.77,,1.61,5.62,,,,,,
2025-11-12 01:09:45,20251112010923487,3.22,1.72,MEDIUM-LOW,MEDIUM,84.75,MEDIUM-LOW,37.5,False,1.72,UNKNOWN,1.5,0,,,,,,,2.80,,1.50,1.15,,,,,,
2025-11-12 01:09:56,20251112010945937,1.13,1.86,MEDIUM-LOW,LOW,84.75,LOW,37.5,False,1.86,UNKNOWN,0.73,0,,,,,,,2.65,,1.03,2.16,,,,,,
2025-11-12 01:10:07,20251112010956561,1.19,1.44,LOW,LOW,84.75,MEDIUM-LOW,63.9,True,1.44,MEDIUM,0.25,1,,,,,,,1.63,,1.51,1.22,,,,,,
2025-11-12 01:10:36,20251112011007798,4.88,1.19,LOW,MEDIUM-HIGH,84.75,LOW,100.0,True,1.19,MEDIUM,3.69,0,,,,,,,1.15,,1.23,1.17,,,,,,
2025-11-12 01:10:48,20251112011036782,1.15,3.37,MEDIUM,LOW,84.75,MEDIUM-HIGH,62.5,True,3.37,MEDIUM,2.22,0,,,,,,,4.77,,1.96,3.81,,,,,,
2025-11-12 01:10:58,20251112011048925,1.09,1.56,MEDIUM-LOW,LOW,84.75,MEDIUM-LOW,63.9,True,1.56,MEDIUM,0.47,0,,,,,,,2.04,,1.51,1.27,,,,,,
2025-11-12 01:11:48,20251112011116692,2.7,1.2,LOW,MEDIUM,84.75,LOW,100.0,True,1.2,MEDIUM,1.5,0,,,,,,,1.10,,1.31,1.15,,,,,,
2025-11-12 01:12:50,20251112011148848,94.3,2.3,MEDIUM-LOW,HIGH,84.75,MEDIUM-LOW,63.9,True,2.3,MEDIUM,92.0,0,,,,,,,2.49,,1.94,2.53,,,,,,
2025-11-12 01:13:22,20251112011251154,5.0,9.61,HIGH,HIGH,84.75,HIGH,100.0,True,9.61,MEDIUM,4.61,1,,,,,,,10.00,,8.95,10.00,,,,,,
2025-11-12 01:14:28,20251112011343249,7.05,4.94,MEDIUM-HIGH,HIGH,84.75,MEDIUM,73.7,True,4.94,MEDIUM,2.11,0,,,,,,,10.00,,2.79,3.49,,,,,,
2025-11-12 01:14:41,20251112011429223,1.14,4.02,MEDIUM-HIGH,LOW,84.75,LOW,37.5,False,4.02,UNKNOWN,2.88,0,,,,,,,7.55,,1.04,4.55,,,,,,
2025-11-12 01:15:14,20251112011441761,7.4,1.57,MEDIUM-LOW,HIGH,84.75,LOW,73.7,True,1.57,MEDIUM,5.83,0,,,,,,,2.52,,1.00,1.47,,,,,,
2025-11-12 01:15:26,20251112011514622,1.14,5.59,HIGH,LOW,84.75,HIGH,100.0,True,5.59,MEDIUM,4.45,0,,,,,,,5.92,,5.34,5.62,,,,,,
2025-11-12 01:15:49,20251112011526972,3.36,3.71,MEDIUM-HIGH,MEDIUM,84.75,HIGH,37.5,False,3.71,UNKNOWN,0.35,0,,,,,,,2.64,,5.66,2.46,,,,,,
2025-11-12 01:15:58,20251112011549742,1.12,2.32,MEDIUM-LOW,LOW,84.75,MEDIUM,62.5,True,2.32,MEDIUM,1.2,0,,,,,,,2.76,,1.33,3.03,,,,,,
2025-11-12 01:16:07,20251112011559133,1.05,3.64,MEDIUM-HIGH,LOW,84.75,MEDIUM-LOW,62.5,True,3.64,MEDIUM,2.59,0,,,,,,,1.66,,6.55,2.07,,,,,,
2025-11-12 01:16:19,20251112011607701,1.35,2.16,MEDIUM-LOW,LOW,84.75,MEDIUM,37.5,False,2.16,UNKNOWN,0.81,0,,,,,,,1.05,,3.18,1.92,,,,,,
2025-11-12 01:16:47,20251112011627641,2.53,3.08,MEDIUM,MEDIUM,84.75,HIGH,37.5,False,3.08,UNKNOWN,0.55,1,,,,,,,1.29,,5.50,1.88,,,,,,
2025-11-12 01:51:58,20251112015142911,1.17,2.34,MEDIUM-LOW,LOW,84.5,MEDIUM-LOW,50.0,True,2.34,MEDIUM,1.17,0,,,,,,1.53,3.49,,2.53,1.81,,,,,,
2025-11-12 01:52:31,20251112015158751,7.09,1.67,MEDIUM-LOW,HIGH,85.26,LOW,49.3,False,1.67,UNKNOWN,5.42,0,,,,,,1.08,1.31,,2.75,1.57,,,,,,
2025-11-12 01:52:54,20251112015239339,1.81,3.59,MEDIUM-HIGH,MEDIUM-LOW,85.26,MEDIUM-LOW,57.0,True,3.59,MEDIUM,1.78,0,,,,,,2.42,5.94,,1.98,5.00,,,,,,
2025-11-12 01:53:40,20251112015254643,24.14,2.16,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,81.9,True,2.16,MEDIUM,21.98,0,,,,,,1.83,3.11,,2.21,1.83,,,,,,
2025-11-12 01:54:46,20251112015340855,128.78,7.46,HIGH,HIGH,85.26,HIGH,100.0,True,7.46,MEDIUM,121.32,1,,,,,,5.40,10.00,,5.73,10.00,,,,,,
2025-11-12 01:55:06,20251112015447095,2.56,10.0,HIGH,MEDIUM,85.26,HIGH,100.0,True,10.0,MEDIUM,7.44,0,,,,,,10.00,10.00,,10.00,10.00,,,,,,
2025-11-12 01:55:27,20251112015506744,2.63,4.82,MEDIUM-HIGH,MEDIUM,85.26,HIGH,43.9,False,4.82,UNKNOWN,2.19,0,,,,,,2.50,10.00,,5.15,3.60,,,,,,
2025-11-12 01:56:04,20251112015527471,12.84,2.43,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,56.1,True,2.43,MEDIUM,10.41,0,,,,,,2.37,4.64,,1.00,2.37,,,,,,
2025-11-12 01:56:30,20251112015605224,4.33,8.29,HIGH,MEDIUM-HIGH,85.26,HIGH,100.0,True,8.29,MEDIUM,3.96,0,,,,,,6.15,10.00,,8.02,10.00,,,,,,
2025-11-12 01:56:59,20251112015639192,2.68,3.98,MEDIUM-HIGH,MEDIUM,85.26,MEDIUM-HIGH,56.1,True,3.98,MEDIUM,1.3,0,,,,,,4.41,6.46,,1.30,4.41,,,,,,
2025-11-12 01:57:24,20251112015659281,2.63,2.91,MEDIUM,MEDIUM,85.26,MEDIUM,68.8,True,2.91,MEDIUM,0.28,1,,,,,,2.50,3.06,,3.31,2.88,,,,,,
2025-11-12 01:57:31,20251112015724601,1.06,2.27,MEDIUM-LOW,LOW,85.26,MEDIUM,74.2,True,2.27,MEDIUM,1.21,0,,,,,,2.55,2.60,,1.00,2.98,,,,,,
2025-11-12 01:58:12,20251112015731744,14.28,1.82,MEDIUM-LOW,HIGH,85.26,LOW,49.3,False,1.82,UNKNOWN,12.46,0,,,,,,1.02,1.41,,3.12,1.78,,,,,,
2025-11-12 01:58:37,20251112015813461,4.21,6.53,HIGH,MEDIUM-HIGH,85.26,HIGH,43.0,False,6.53,UNKNOWN,2.32,0,,,,,,4.80,10.00,,2.86,10.00,,,,,,
2025-11-12 01:58:57,20251112015838060,2.68,3.6,MEDIUM-HIGH,MEDIUM,85.26,MEDIUM-HIGH,56.1,True,3.6,MEDIUM,0.92,0,,,,,,3.58,6.82,,1.00,3.97,,,,,,
2025-11-12 01:59:11,20251112015858153,1.68,2.65,MEDIUM,MEDIUM-LOW,85.26,MEDIUM-LOW,56.1,True,2.65,MEDIUM,0.97,0,,,,,,2.49,3.05,,2.70,2.49,,,,,,
2025-11-12 01:59:21,20251112015912130,1.12,1.87,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,100.0,True,1.87,MEDIUM,0.75,0,,,,,,1.60,1.88,,2.00,2.08,,,,,,
2025-11-12 02:00:18,20251112015929963,27.89,1.8,MEDIUM-LOW,HIGH,85.26,LOW,49.3,False,1.8,UNKNOWN,26.09,0,,,,,,1.07,1.23,,3.06,1.82,,,,,,
2025-11-12 02:00:40,20251112020018299,3.32,7.32,HIGH,MEDIUM,85.26,HIGH,74.2,True,7.32,MEDIUM,4.0,0,,,,,,5.82,10.00,,4.66,10.00,,,,,,
2025-11-12 02:01:01,20251112020041030,2.89,3.91,MEDIUM-HIGH,MEDIUM,85.26,MEDIUM,56.1,True,3.91,MEDIUM,1.02,0,,,,,,2.72,9.31,,2.40,3.04,,,,,,
2025-11-12 02:01:25,20251112020101545,2.38,2.55,MEDIUM,MEDIUM-LOW,85.26,MEDIUM,74.2,True,2.55,MEDIUM,0.17,0,,,,,,2.55,3.20,,2.04,2.60,,,,,,
2025-11-12 02:02:03,20251112020126078,10.95,2.69,MEDIUM,HIGH,85.26,MEDIUM,50.7,True,2.69,MEDIUM,8.26,0,,,,,,2.33,2.47,,3.42,2.53,,,,,,
2025-11-12 02:02:29,20251112020203358,4.38,5.91,HIGH,MEDIUM-HIGH,85.26,HIGH,43.0,False,5.91,UNKNOWN,1.53,0,,,,,,3.72,10.00,,3.26,8.42,,,,,,
2025-11-12 02:02:41,20251112020229747,1.13,3.6,MEDIUM-HIGH,LOW,85.26,MEDIUM,31.2,False,3.6,UNKNOWN,2.47,0,,,,,,3.18,6.07,,2.14,3.84,,,,,,
2025-11-12 02:03:07,20251112020241273,4.3,1.72,MEDIUM-LOW,MEDIUM-HIGH,85.26,MEDIUM-LOW,68.8,True,1.72,MEDIUM,2.58,0,,,,,,1.05,1.95,,2.28,1.81,,,,,,
2025-11-12 02:03:49,20251112020307340,16.61,3.22,MEDIUM,HIGH,85.26,MEDIUM,57.0,True,3.22,MEDIUM,13.39,0,,,,,,3.04,3.54,,2.77,3.70,,,,,,
2025-11-12 02:04:09,20251112020359461,1.17,7.6,HIGH,LOW,85.26,HIGH,100.0,True,7.6,MEDIUM,6.43,0,,,,,,5.61,10.00,,6.01,10.00,,,,,,
2025-11-12 02:04:19,20251112020410045,1.09,2.82,MEDIUM,LOW,85.26,MEDIUM-HIGH,43.9,False,2.82,UNKNOWN,1.73,0,,,,,,1.14,4.82,,3.81,2.43,,,,,,
2025-11-12 02:04:29,20251112020419371,1.17,1.64,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,50.7,True,1.64,MEDIUM,0.47,0,,,,,,1.00,1.29,,2.39,1.91,,,,,,
2025-11-12 02:04:49,20251112020429473,2.57,1.59,MEDIUM-LOW,MEDIUM,85.26,MEDIUM-LOW,50.7,True,1.59,MEDIUM,0.98,0,,,,,,1.14,1.15,,2.16,1.90,,,,,,
2025-11-12 02:05:03,20251112020449341,1.53,2.34,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,75.2,True,2.34,MEDIUM,0.81,1,,,,,,1.87,2.40,,2.47,2.75,,,,,,
2025-11-12 02:05:15,20251112020503335,1.34,1.94,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,74.2,True,1.94,MEDIUM,0.6,0,,,,,,1.55,1.80,,2.63,1.82,,,,,,
2025-11-12 02:05:36,20251112020515314,3.28,1.35,LOW,MEDIUM,85.26,LOW,100.0,True,1.35,MEDIUM,1.93,0,,,,,,1.29,1.36,,1.43,1.34,,,,,,
2025-11-12 02:05:46,20251112020537053,1.12,2.15,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,57.0,True,2.15,MEDIUM,1.03,0,,,,,,1.55,3.00,,1.88,2.55,,,,,,
2025-11-12 02:06:04,20251112020555237,1.07,1.42,LOW,LOW,85.26,LOW,56.1,True,1.42,MEDIUM,0.35,1,,,,,,1.11,1.63,,1.78,1.27,,,,,,
2025-11-12 02:06:30,20251112020604346,4.16,1.04,LOW,MEDIUM-HIGH,85.26,LOW,100.0,True,1.04,MEDIUM,3.12,0,,,,,,1.01,1.06,,1.01,1.10,,,,,,
2025-11-12 02:06:39,20251112020631004,1.12,2.41,MEDIUM-LOW,LOW,85.26,LOW,31.2,False,2.41,UNKNOWN,1.29,0,,,,,,1.49,3.97,,1.65,3.20,,,,,,
2025-11-12 02:06:56,20251112020639865,2.03,1.27,LOW,MEDIUM-LOW,85.26,LOW,81.9,True,1.27,MEDIUM,0.76,0,,,,,,1.12,1.85,,1.12,1.19,,,,,,
2025-11-12 02:07:15,20251112020656954,1.58,1.48,LOW,MEDIUM-LOW,85.26,LOW,57.0,True,1.48,MEDIUM,0.1,0,,,,,,1.37,1.77,,1.24,1.65,,,,,,
2025-11-12 02:07:25,20251112020715593,1.16,1.64,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,100.0,True,1.64,MEDIUM,0.48,0,,,,,,1.59,1.71,,1.68,1.60,,,,,,
2025-11-12 02:07:49,20251112020726205,3.39,1.24,LOW,MEDIUM,85.26,LOW,100.0,True,1.24,MEDIUM,2.15,0,,,,,,1.12,1.24,,1.37,1.26,,,,,,
2025-11-12 02:07:58,20251112020749480,1.16,2.09,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,57.0,True,2.09,MEDIUM,0.93,0,,,,,,1.58,3.05,,1.50,2.63,,,,,,
2025-11-12 02:08:08,20251112020759005,1.16,1.31,LOW,LOW,85.26,LOW,81.9,True,1.31,MEDIUM,0.15,1,,,,,,1.16,1.70,,1.25,1.27,,,,,,
2025-11-12 02:08:20,20251112020809158,1.35,1.11,LOW,LOW,85.26,LOW,100.0,True,1.11,MEDIUM,0.24,1,,,,,,1.09,1.14,,1.15,1.09,,,,,,
2025-11-12 02:08:30,20251112020820667,1.09,1.27,LOW,LOW,85.26,LOW,100.0,True,1.27,MEDIUM,0.18,1,,,,,,1.25,1.31,,1.23,1.32,,,,,,
2025-11-12 02:08:50,20251112020838392,1.17,1.17,LOW,LOW,85.26,LOW,100.0,True,1.17,MEDIUM,0.0,1,,,,,,1.09,1.15,,1.30,1.17,,,,,,
2025-11-12 02:09:12,20251112020851109,2.55,1.15,LOW,MEDIUM,85.26,LOW,100.0,True,1.15,MEDIUM,1.4,0,,,,,,1.15,1.14,,1.13,1.16,,,,,,
2025-11-12 02:09:27,20251112020912474,1.8,1.75,MEDIUM-LOW,MEDIUM-LOW,85.26,LOW,57.0,True,1.75,MEDIUM,0.05,1,,,,,,1.37,2.38,,1.46,2.07,,,,,,
2025-11-12 02:09:37,20251112020927333,1.12,1.52,MEDIUM-LOW,LOW,85.26,LOW,57.0,True,1.52,MEDIUM,0.4,0,,,,,,1.29,2.02,,1.40,1.57,,,,,,
2025-11-12 02:10:12,20251112020938204,9.69,1.11,LOW,HIGH,85.26,LOW,100.0,True,1.11,MEDIUM,8.58,0,,,,,,1.07,1.26,,1.07,1.10,,,,,,
2025-11-12 02:10:23,20251112021013227,1.16,4.68,MEDIUM-HIGH,LOW,85.26,MEDIUM-LOW,57.0,True,4.68,MEDIUM,3.52,0,,,,,,1.68,9.97,,2.08,7.31,,,,,,
2025-11-12 02:10:35,20251112021023709,1.25,1.55,MEDIUM-LOW,LOW,85.26,LOW,81.9,True,1.55,MEDIUM,0.3,0,,,,,,1.16,3.21,,1.24,1.16,,,,,,
2025-11-12 02:10:53,20251112021035955,2.2,1.18,LOW,MEDIUM-LOW,85.26,LOW,100.0,True,1.18,MEDIUM,1.02,0,,,,,,1.11,1.28,,1.26,1.13,,,,,,
2025-11-12 02:11:05,20251112021053498,1.16,1.71,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,68.8,True,1.71,MEDIUM,0.55,0,,,,,,1.38,2.06,,1.73,1.85,,,,,,
2025-11-12 02:11:20,20251112021106266,1.53,1.25,LOW,MEDIUM-LOW,85.26,LOW,100.0,True,1.25,MEDIUM,0.28,0,,,,,,1.16,1.41,,1.30,1.18,,,,,,
2025-11-12 02:11:30,20251112021120332,1.19,1.45,LOW,LOW,85.26,LOW,74.2,True,1.45,MEDIUM,0.26,1,,,,,,1.36,1.42,,1.62,1.42,,,,,,
2025-11-12 02:11:45,20251112021131129,1.54,1.26,LOW,MEDIUM-LOW,85.26,LOW,100.0,True,1.26,MEDIUM,0.28,0,,,,,,1.19,1.27,,1.30,1.29,,,,,,
2025-11-12 02:11:58,20251112021145314,1.51,1.44,LOW,MEDIUM-LOW,85.26,LOW,100.0,True,1.44,MEDIUM,0.07,0,,,,,,1.39,1.46,,1.44,1.47,,,,,,
2025-11-12 02:12:21,20251112021158699,3.48,1.51,MEDIUM-LOW,MEDIUM,85.26,LOW,56.1,True,1.51,MEDIUM,1.97,0,,,,,,1.40,1.54,,1.66,1.47,,,,,,
2025-11-12 02:12:34,20251112021221508,1.18,2.2,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,57.0,True,2.2,MEDIUM,1.02,0,,,,,,1.65,3.22,,1.66,2.71,,,,,,
2025-11-12 02:13:04,20251112021242023,3.21,1.36,LOW,MEDIUM,85.26,LOW,81.9,True,1.36,MEDIUM,1.85,0,,,,,,1.17,1.72,,1.43,1.27,,,,,,
2025-11-12 02:13:17,20251112021304444,1.6,1.95,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,81.9,True,1.95,MEDIUM,0.35,1,,,,,,1.51,2.71,,1.58,2.35,,,,,,
2025-11-12 02:13:38,20251112021317457,2.95,1.63,MEDIUM-LOW,MEDIUM,85.26,MEDIUM-LOW,74.2,True,1.63,MEDIUM,1.32,0,,,,,,1.56,2.01,,1.48,1.59,,,,,,
2025-11-12 02:14:03,20251112021339025,4.13,1.9,MEDIUM-LOW,MEDIUM-HIGH,85.26,MEDIUM-LOW,81.9,True,1.9,MEDIUM,2.23,0,,,,,,1.53,2.61,,1.53,2.23,,,,,,
2025-11-12 02:14:15,20251112021404221,11.26,2.52,MEDIUM,HIGH,85.26,MEDIUM-LOW,57.0,True,2.52,MEDIUM,8.74,0,,,,,,1.70,4.11,,1.86,3.08,,,,,,
2025-11-12 02:15:24,20251112021423993,80.85,5.22,HIGH,HIGH,85.26,HIGH,43.0,False,5.22,UNKNOWN,75.63,1,,,,,,2.65,10.00,,2.40,7.89,,,,,,
2025-11-12 02:15:44,20251112021525193,2.7,8.25,HIGH,MEDIUM,85.26,HIGH,100.0,True,8.25,MEDIUM,5.55,0,,,,,,5.50,10.00,,8.68,10.00,,,,,,
2025-11-12 02:16:14,20251112021552663,3.1,4.64,MEDIUM-HIGH,MEDIUM,85.26,MEDIUM,56.1,True,4.64,MEDIUM,1.54,0,,,,,,2.66,10.00,,5.01,2.84,,,,,,
2025-11-12 02:16:41,20251112021614780,3.06,2.98,MEDIUM,MEDIUM,85.26,MEDIUM,81.9,True,2.98,MEDIUM,0.08,1,,,,,,2.81,4.13,,2.54,2.83,,,,,,
2025-11-12 02:17:38,20251112021706009,2.68,3.84,MEDIUM-HIGH,MEDIUM,85.26,MEDIUM,74.2,True,3.84,MEDIUM,1.16,0,,,,,,3.03,3.09,,6.07,3.10,,,,,,
2025-11-12 02:17:53,20251112021738328,1.84,3.4,MEDIUM,MEDIUM-LOW,85.26,MEDIUM,74.2,True,3.4,MEDIUM,1.56,0,,,,,,2.66,2.75,,5.28,2.85,,,,,,
2025-11-12 02:18:53,20251112021817584,1.72,1.89,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,74.2,True,1.89,MEDIUM,0.17,1,,,,,,1.79,2.01,,1.48,2.36,,,,,,
2025-11-12 02:19:08,20251112021853556,1.92,2.75,MEDIUM,MEDIUM-LOW,85.26,MEDIUM-LOW,74.2,True,2.75,MEDIUM,0.83,0,,,,,,1.67,1.72,,5.20,2.30,,,,,,
2025-11-12 02:19:27,20251112021908379,1.71,1.77,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,74.2,True,1.77,MEDIUM,0.06,1,,,,,,1.83,1.88,,1.00,2.41,,,,,,
2025-11-12 02:20:30,20251112021927973,102.85,1.72,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,74.2,True,1.72,MEDIUM,101.13,0,,,,,,1.71,1.76,,1.24,2.20,,,,,,
2025-11-12 02:20:43,20251112022031230,1.51,10.0,HIGH,MEDIUM-LOW,85.26,HIGH,100.0,True,10.0,MEDIUM,8.49,0,,,,,,10.00,10.00,,10.00,10.00,,,,,,
2025-11-12 02:20:53,20251112022043717,1.14,3.27,MEDIUM,LOW,85.26,MEDIUM-LOW,81.9,True,3.27,MEDIUM,2.13,0,,,,,,1.51,10.00,,1.99,1.90,,,,,,
2025-11-12 02:21:14,20251112022053710,3.1,1.72,MEDIUM-LOW,MEDIUM,85.26,LOW,56.1,True,1.72,MEDIUM,1.38,0,,,,,,1.03,2.94,,2.06,1.36,,,,,,
2025-11-12 02:21:37,20251112022115002,3.11,2.07,MEDIUM-LOW,MEDIUM,85.26,MEDIUM,43.0,False,2.07,UNKNOWN,1.04,0,,,,,,2.02,2.80,,1.02,2.68,,,,,,
2025-11-12 02:21:46,20251112022137551,1.11,2.15,MEDIUM-LOW,LOW,85.26,MEDIUM,43.0,False,2.15,UNKNOWN,1.04,0,,,,,,2.02,3.29,,1.00,2.68,,,,,,
2025-11-12 02:22:28,20251112022146230,17.74,2.49,MEDIUM-LOW,HIGH,85.26,LOW,56.1,True,2.49,MEDIUM,15.25,0,,,,,,1.06,1.56,,5.93,1.38,,,,,,
2025-11-12 02:22:39,20251112022228984,1.18,5.4,HIGH,LOW,85.26,HIGH,43.0,False,5.4,UNKNOWN,4.22,0,,,,,,2.55,10.00,,1.18,10.00,,,,,,
2025-11-12 02:23:06,20251112022239662,4.49,1.93,MEDIUM-LOW,MEDIUM-HIGH,85.26,LOW,81.9,True,1.93,MEDIUM,2.56,0,,,,,,1.18,5.16,,1.00,1.50,,,,,,
2025-11-12 02:23:27,20251112022306352,3.15,2.41,MEDIUM-LOW,MEDIUM,85.26,MEDIUM-LOW,31.2,False,2.41,UNKNOWN,0.74,0,,,,,,2.23,3.67,,1.00,3.20,,,,,,
2025-11-12 02:23:38,20251112022328164,1.17,2.76,MEDIUM,LOW,85.26,MEDIUM,56.1,True,2.76,MEDIUM,1.59,0,,,,,,3.28,3.63,,1.00,3.31,,,,,,
2025-11-12 02:23:57,20251112022338526,1.52,1.54,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,68.8,True,1.54,MEDIUM,0.02,1,,,,,,1.11,1.62,,1.89,1.64,,,,,,
2025-11-12 02:24:37,20251112022425243,1.15,1.83,MEDIUM-LOW,LOW,85.26,LOW,49.3,False,1.83,UNKNOWN,0.68,0,,,,,,1.45,1.40,,2.61,1.83,,,,,,
2025-11-12 02:25:13,20251112022503464,1.13,1.79,MEDIUM-LOW,LOW,85.26,LOW,49.3,False,1.79,UNKNOWN,0.66,0,,,,,,1.15,1.24,,2.99,1.73,,,,,,
2025-11-12 02:25:28,20251112022513626,1.78,1.11,LOW,MEDIUM-LOW,85.26,LOW,100.0,True,1.11,MEDIUM,0.67,0,,,,,,1.11,1.12,,1.00,1.22,,,,,,
2025-11-12 02:25:46,20251112022528853,1.56,1.64,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,68.8,True,1.64,MEDIUM,0.08,1,,,,,,1.40,1.67,,1.93,1.62,,,,,,
2025-11-12 02:26:38,20251112022546791,41.82,1.59,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,100.0,True,1.59,MEDIUM,40.23,0,,,,,,1.57,1.64,,1.57,1.58,,,,,,
2025-11-12 02:26:53,20251112022638728,1.74,7.58,HIGH,MEDIUM-LOW,85.26,HIGH,68.8,True,7.58,MEDIUM,5.84,0,,,,,,3.95,10.00,,7.96,10.00,,,,,,
2025-11-12 02:27:02,20251112022653368,1.14,3.4,MEDIUM,LOW,85.26,MEDIUM-LOW,56.1,True,3.4,MEDIUM,2.26,0,,,,,,1.65,10.00,,2.51,1.70,,,,,,
2025-11-12 02:27:21,20251112022703040,1.52,1.51,MEDIUM-LOW,MEDIUM-LOW,85.26,LOW,56.1,True,1.51,MEDIUM,0.01,1,,,,,,1.03,1.90,,2.12,1.21,,,,,,
2025-11-12 02:27:41,20251112022721862,2.57,1.33,LOW,MEDIUM,85.26,LOW,75.2,True,1.33,MEDIUM,1.24,0,,,,,,1.40,1.42,,1.00,1.51,,,,,,
2025-11-12 02:28:07,20251112022741459,4.55,2.31,MEDIUM-LOW,MEDIUM-HIGH,85.26,MEDIUM-LOW,74.2,True,2.31,MEDIUM,2.24,0,,,,,,1.66,2.46,,3.07,2.21,,,,,,
2025-11-12 02:28:19,20251112022807977,1.46,2.65,MEDIUM,LOW,85.26,MEDIUM-LOW,57.0,True,2.65,MEDIUM,1.19,0,,,,,,1.83,4.45,,1.63,3.43,,,,,,
